iteration,candidate_total_value,candidate_total_weight
7210,24117,2370
7211,19417,2536
7212,24035,2523
7213,22496,2543
7214,25742,2489
7215,24296,2459
7216,21290,2008
7217,25549,2496
7218,18365,2389
7219,23124,2388
7220,23185,2441
7221,22953,2498
7222,21507,2335
7223,22144,2372
7224,25136,2448
7225,21960,2535
7226,16099,2228
7227,25995,2522
7228,25893,2506
7229,25734,2542
7230,17132,2512
7231,22554,2468
7232,19688,2132
7233,15403,1699
7234,23158,2483
7235,18606,2371
7236,24609,2479
7237,18556,2509
7238,21509,2514
7239,23303,2382
7240,22236,1702
7241,23717,2466
7242,20454,2417
7243,23800,2424
7244,15794,2541
7245,19865,2232
7246,25664,2463
7247,15923,1819
7248,19264,2501
7249,20830,2471
7250,23414,2481
7251,19825,2402
7252,21749,2542
7253,24256,2492
7254,20526,2509
7255,17066,2519
7256,22045,2526
7257,19804,2246
7258,19790,2514
7259,21017,2489
7260,25995,2522
7261,21523,2109
7262,24476,2491
7263,22715,2531
7264,16744,1571
7265,18322,2514
7266,19656,1974
7267,17310,2527
7268,21224,2478
7269,24861,2537
7270,25552,2461
7271,17072,2537
7272,22855,2523
7273,16603,1838
7274,22436,2535
7275,16124,2415
7276,25195,2432
7277,19200,2485
7278,21837,2523
7279,24352,2528
7280,20304,2499
7281,18446,2393
7282,25016,2527
7283,24885,2454
7284,22759,2536
7285,21441,2235
7286,19221,2460
7287,17327,2527
7288,23329,2535
7289,16410,2477
7290,18794,2403
7291,25735,2543
7292,16396,2484
7293,15903,2404
7294,25087,2247
7295,17508,2524
7296,23460,2531
7297,22997,2543
7298,20359,2500
7299,17066,2527
7300,25713,2514
7301,21484,2507
7302,17907,2541
7303,25426,2492
7304,20235,2517
7305,18312,2480
7306,19262,2528
7307,24857,2507
7308,19801,2102
7309,19007,2040
7310,21417,2538
7311,24248,2412
7312,25105,2408
7313,21532,2466
7314,21778,2132
7315,25391,2437
7316,20740,2542
7317,20666,2537
7318,20602,2493
7319,23576,2430
7320,18144,2535
7321,23563,2480
7322,25556,2515
7323,17540,2250
7324,19823,2499
7325,17314,2542
7326,23132,2419
7327,25448,2247
7328,21684,2454
7329,19302,2525
7330,25867,2507
7331,20718,2522
7332,16506,2476
7333,24997,2341
7334,19640,2466
7335,25891,2529
7336,25043,2458
7337,24941,2442
7338,24705,2542
7339,14190,2470
7340,25052,2470
7341,20961,2142
7342,22884,2325
7343,25009,2518
7344,24593,2386
7345,22125,2225
7346,19976,2402
7347,25828,2459
7348,24072,2154
7349,19040,2513
7350,24445,2482
7351,24207,2523
7352,25549,2496
7353,25120,2322
7354,18255,2469
7355,18191,2519
7356,23241,2391
7357,25867,2507
7358,19265,2511
7359,20686,2476
7360,16049,1910
7361,17092,1852
7362,18063,2449
7363,23498,2331
7364,24434,2503
7365,17309,2542
7366,16813,1827
7367,25893,2506
7368,25453,2478
7369,24179,2415
7370,23659,2341
7371,18358,2413
7372,24411,2538
7373,25376,2479
7374,21853,2310
7375,25995,2522
7376,21442,2517
7377,18346,1949
7378,21107,2197
7379,23921,2505
7380,25018,2146
7381,20529,2507
7382,24089,2432
7383,16916,2517
7384,24035,2523
7385,25995,2522
7386,24294,2117
7387,24329,2535
7388,24609,2541
7389,20120,2400
7390,24565,2509
7391,14544,2501
7392,22623,2487
7393,16653,2361
7394,17647,1894
7395,25867,2507
7396,22757,2414
7397,22302,2506
7398,19650,1942
7399,15014,2207
7400,13767,2499
7401,22978,2229
7402,23952,2538
7403,23346,2483
7404,25549,2496
7405,16403,2538
7406,24092,2406
7407,22183,2027
7408,23115,2207
7409,22635,2493
7410,23269,2492
7411,19607,2500
7412,25204,2513
7413,24091,2431
7414,24502,2517
7415,22423,2214
7416,25231,2424
7417,19175,2512
7418,25630,2538
7419,16161,2347
7420,25089,2432
7421,18116,2503
7422,22844,2394
7423,23245,2486
7424,22492,2346
7425,24506,2475
7426,19199,2209
7427,20486,2453
7428,24975,2407
7429,19244,2461
7430,17008,2446
7431,25995,2522
7432,21139,2407
7433,25017,2476
7434,23917,2543
7435,22682,2484
7436,19682,2116
7437,24476,2102
7438,25043,2458
7439,19290,2517
7440,25995,2522
7441,24877,2442
7442,21316,2404
7443,25087,2425
7444,25106,2494
7445,14135,2527
7446,15689,2376
7447,25139,2451
7448,20086,2491
7449,25087,2425
7450,17654,2364
7451,18012,2326
7452,17468,2462
7453,20809,2348
7454,25995,2522
7455,24840,2502
7456,15908,2411
7457,23110,2513
7458,19021,2483
7459,22169,2022
7460,24828,2403
7461,22252,2507
7462,22762,2507
7463,25749,2387
7464,22405,2442
7465,23197,2217
7466,23014,2496
7467,14439,1759
7468,25447,2480
7469,25119,2529
7470,16746,2515
7471,25995,2522
7472,25995,2522
7473,20656,2474
7474,25527,2446
7475,23791,2189
7476,23251,2511
7477,21542,2537
7478,18857,2520
7479,22678,2517
7480,25271,2493
7481,19598,2526
7482,17450,2515
7483,25271,2493
7484,21280,2204
7485,24494,2521
7486,23629,2267
7487,23460,2438
7488,16719,1904
7489,25563,2537
7490,24010,2541
7491,23333,2538
7492,15879,2534
7493,21424,2488
7494,21540,2207
7495,25113,2453
7496,17981,2295
7497,25107,2482
7498,24894,2538
7499,22357,2509
7500,18370,1661
7501,18445,2354
7502,24104,2504
7503,20285,2191
7504,23314,2351
7505,16046,2515
7506,24613,2492
7507,24120,2513
7508,25204,2513
7509,25742,2489
7510,23712,2541
7511,16426,2455
7512,23413,2537
7513,23164,2192
7514,22005,1976
7515,25425,2524
7516,16582,2369
7517,17148,2335
7518,24183,2323
7519,16122,2511
7520,25087,2425
7521,22203,2520
7522,17376,2262
7523,23383,2528
7524,20937,2290
7525,24377,2460
7526,25018,2146
7527,25426,2492
7528,17073,2492
7529,25212,2541
7530,20837,2503
7531,25549,2496
7532,20462,1905
7533,22804,2191
7534,19573,2416
7535,23473,2516
7536,17792,2429
7537,19473,2393
7538,20035,1888
7539,23352,2529
7540,20323,2312
7541,24997,2341
7542,19583,2530
7543,25052,2470
7544,19116,2517
7545,20504,2494
7546,20681,2471
7547,19435,2481
7548,21791,2449
7549,21011,2131
7550,25329,2477
7551,23227,2369
7552,22739,2261
7553,18941,2498
7554,21049,2539
7555,25572,2452
7556,23355,2303
7557,21843,2138
7558,25995,2522
7559,25271,2493
7560,25995,2522
7561,25378,2485
7562,25426,2492
7563,20447,2504
7564,24078,2540
7565,24183,2446
7566,22867,2261
7567,13092,2525
7568,21521,2491
7569,22392,2526
7570,22433,2412
7571,25300,2527
7572,22041,2525
7573,21435,2031
7574,17840,2503
7575,23915,2411
7576,25225,2512
7577,22987,2542
7578,13638,2527
7579,25115,2421
7580,21202,2528
7581,25225,2512
7582,19859,2407
7583,25064,2470
7584,20850,2494
7585,21425,2535
7586,19776,2515
7587,24162,2413
7588,25064,2452
7589,22383,2469
7590,25378,2485
7591,16408,2486
7592,23051,2511
7593,21501,2517
7594,25995,2522
7595,24550,2499
7596,20970,2542
7597,21769,2187
7598,22486,2293
7599,25453,2478
7600,18067,2533
7601,16924,2533
7602,25512,2524
7603,25003,2224
7604,20154,2332
7605,24929,2538
7606,21627,2239
7607,25995,2522
7608,25995,2522
7609,18162,2402
7610,21326,2042
7611,15956,2514
7612,25008,2497
7613,23097,2289
7614,24261,2486
7615,16856,2504
7616,25869,2506
7617,25030,2507
7618,21127,2487
7619,21863,2248
7620,25995,2522
7621,20599,2533
7622,14587,2481
7623,15449,2513
7624,25995,2522
7625,25015,2511
7626,19967,2489
7627,21150,2528
7628,18014,2534
7629,17129,2477
7630,20712,2512
7631,23125,2497
7632,22606,2294
7633,23159,2508
7634,17319,2410
7635,15756,2262
7636,25995,2522
7637,21177,2422
7638,23798,2435
7639,21406,2478
7640,22539,2445
7641,24811,2437
7642,22713,2022
7643,18941,2049
7644,16229,2408
7645,15110,2509
7646,24328,2525
7647,15741,2537
7648,19004,2458
7649,16602,2373
7650,23807,2523
7651,19273,2511
7652,19811,1859
7653,18684,2465
7654,22024,2325
7655,23838,2469
7656,20614,2166
7657,20946,2197
7658,15503,2494
7659,19289,1967
7660,17588,2529
7661,18969,2537
7662,22617,2265
7663,25995,2522
7664,23461,2371
7665,25139,2451
7666,20403,2489
7667,24547,2517
7668,22308,2526
7669,18475,2471
7670,25064,2470
7671,17871,1752
7672,25464,2466
7673,18679,2075
7674,19541,2320
7675,24122,2257
7676,21987,2414
7677,24997,2341
7678,17867,2510
7679,24579,2495
7680,21016,2478
7681,21742,2388
7682,20822,2525
7683,18664,2534
7684,25088,2450
7685,25742,2489
7686,23114,2524
7687,18786,2258
7688,20755,2074
7689,25006,2432
7690,21212,2534
7691,23216,2535
7692,20977,2459
7693,20782,2396
7694,23960,2513
7695,24634,2479
7696,25811,2519
7697,25329,2477
7698,15898,2387
7699,15188,2531
7700,23651,2492
7701,24572,2434
7702,20015,2029
7703,24684,2412
7704,20171,1968
7705,24322,2492
7706,21991,2365
7707,23033,2514
7708,25995,2522
7709,21612,2301
7710,23400,2436
7711,21883,2043
7712,12976,2420
7713,19174,2538
7714,25043,2458
7715,24437,2510
7716,25271,2493
7717,19746,2491
7718,19467,2509
7719,19336,2444
7720,20217,2389
7721,22183,2256
7722,14345,2527
7723,21053,2364
7724,24857,2465
7725,22094,2465
7726,22706,2318
7727,25213,2296
7728,25204,2513
7729,15082,2292
7730,22686,2523
7731,25453,2478
7732,17860,2517
7733,24552,2495
7734,19533,2037
7735,16013,2398
7736,17469,1991
7737,19321,2504
7738,16593,2542
7739,20907,2540
7740,25003,2224
7741,13141,2275
7742,20668,2418
7743,25107,2482
7744,24324,2528
7745,17249,2504
7746,12993,2487
7747,21310,2431
7748,15516,2535
7749,20899,2220
7750,21816,2498
7751,20440,2089
7752,25429,2529
7753,19682,2518
7754,22231,2540
7755,20507,2508
7756,24539,2488
7757,25094,2501
7758,21458,2542
7759,22397,2506
7760,16325,2518
7761,18678,2520
7762,24206,2530
7763,23201,2540
7764,23315,2349
7765,25009,2533
7766,21076,2107
7767,25752,2493
7768,22952,2528
7769,19066,1865
7770,20270,2367
7771,25995,2522
7772,19374,2060
7773,20619,1938
7774,21390,2351
7775,15081,2522
7776,24669,2483
7777,24581,2469
7778,25003,2224
7779,22197,2492
7780,25354,2476
7781,21557,2531
7782,21819,2527
7783,22959,2486
7784,25204,2513
7785,18747,2381
7786,18351,2128
7787,25518,2488
7788,18940,2530
7789,21843,1987
7790,24756,2539
7791,22351,2539
7792,23984,2411
7793,21276,2358
7794,20204,2497
7795,23801,2503
7796,23745,2277
7797,19999,2543
7798,25068,2438
7799,20427,2476
7800,23943,2430
7801,21942,2536
7802,18504,2519
7803,25995,2522
7804,20673,2489
7805,23809,2511
7806,21061,2272
7807,15377,2523
7808,22610,2502
7809,22630,2344
7810,25742,2489
7811,24854,2449
7812,17362,2471
7813,15263,2465
7814,24016,2337
7815,25064,2470
7816,23782,2528
7817,24251,2504
7818,21999,2441
7819,19801,2524
7820,23676,2389
7821,19584,2490
7822,23833,2382
7823,24407,2410
7824,20485,2536
7825,22371,2533
7826,25228,2310
7827,23378,2514
7828,20544,2344
7829,18739,2498
7830,19219,2533
7831,18533,2538
7832,18760,2475
7833,19666,2168
7834,20926,2537
7835,22301,2521
7836,24544,2484
7837,16487,2261
7838,23574,1939
7839,25566,2448
7840,16915,2419
7841,24366,2502
7842,25354,2476
7843,16536,2345
7844,16766,2368
7845,16134,2429
7846,23580,2289
7847,20807,2437
7848,25139,2451
7849,25003,2224
7850,21910,2214
7851,21688,2257
7852,22878,2263
7853,18627,2541
7854,25518,2488
7855,17758,2528
7856,24210,2470
7857,19248,2349
7858,21271,2523
7859,18272,2404
7860,17804,2336
7861,22270,2509
7862,23640,2389
7863,21080,2301
7864,23324,2430
7865,19099,2387
7866,17387,2474
7867,25549,2496
7868,21191,2382
7869,17463,2501
7870,24270,2517
7871,20140,2537
7872,23881,2509
7873,22212,2523
7874,19978,2432
7875,20323,2497
7876,20469,2371
7877,20628,2543
7878,15860,2469
7879,24077,2118
7880,24057,2370
7881,25354,2476
7882,21987,2092
7883,17420,2495
7884,25549,2496
7885,24515,2524
7886,24495,2422
7887,16492,2224
7888,22679,2427
7889,24553,2304
7890,19822,2368
7891,20774,2475
7892,21428,2540
7893,16029,1773
7894,25106,2494
7895,23649,2359
7896,24250,2423
7897,25426,2492
7898,21788,2460
7899,15967,2247
7900,18814,2461
7901,23072,2477
7902,21522,2465
7903,22734,2499
7904,22403,2495
7905,20949,2513
7906,25867,2507
7907,25713,2514
7908,22045,2367
7909,18286,1825
7910,25354,2476
7911,21664,2498
7912,16210,2255
7913,25659,2440
7914,13186,2521
7915,24500,2373
7916,22720,2492
7917,14546,2390
7918,25064,2470
7919,21194,2538
7920,24336,2422
7921,21673,2529
7922,18574,2363
7923,19542,2542
7924,20893,2413
7925,23836,2379
7926,20381,2534
7927,23032,2296
7928,25130,2528
7929,19544,1586
7930,23044,2395
7931,12534,2529
7932,12786,1682
7933,16327,2525
7934,21387,2541
7935,23509,2540
7936,20056,2528
7937,14982,2374
7938,23701,2408
7939,25930,2485
7940,25087,2425
7941,22394,2513
7942,18122,2511
7943,23216,2316
7944,22436,2543
7945,16697,1948
7946,15642,2481
7947,24047,2492
7948,21237,2222
7949,20422,2300
7950,19300,2481
7951,25295,2450
7952,22906,2443
7953,16620,2491
7954,25426,2492
7955,15347,2393
7956,17892,2517
7957,23183,2216
7958,23847,2521
7959,21531,2457
7960,16833,2497
7961,22455,2335
7962,20930,2385
7963,25171,2342
7964,22615,2275
7965,23538,2401
7966,24553,2505
7967,15086,2528
7968,18601,2516
7969,18582,2497
7970,20892,2502
7971,19583,2050
7972,24228,2351
7973,20303,2534
7974,18277,2483
7975,21579,2525
7976,25003,2224
7977,14112,2296
7978,25033,2490
7979,16990,2369
7980,21937,2485
7981,20114,2520
7982,17351,2501
7983,15507,2485
7984,20805,2366
7985,23124,2476
7986,20611,2539
7987,25995,2522
7988,20548,1968
7989,21997,2453
7990,24674,2509
7991,22928,2524
7992,22527,2260
7993,22240,2505
7994,24380,2520
7995,20417,2519
7996,16079,2475
7997,19975,2537
7998,22813,2499
7999,17863,2517
8000,23194,2511
8001,21724,2466
8002,21925,2492
8003,20994,2519
8004,15662,2525
8005,18209,2518
8006,17528,2465
8007,24325,2521
8008,19703,2522
8009,16760,2455
8010,24741,2453
8011,17123,2537
8012,21046,2295
8013,15848,2331
8014,23219,2441
8015,15942,2474
8016,14604,2275
8017,21082,2346
8018,18460,2540
8019,17194,2485
8020,17510,2519
8021,23236,2094
8022,18399,2389
8023,16900,2525
8024,23925,2540
8025,25417,2468
8026,19454,2447
8027,22511,2537
8028,18315,2532
8029,16631,2511
8030,16028,2513
8031,22380,2378
8032,21140,2537
8033,20513,2084
8034,20625,2497
8035,21300,2185
8036,22126,2535
8037,25995,2522
8038,21341,2324
8039,22404,2543
8040,25552,2461
8041,22633,2529
8042,24287,2516
8043,22033,2251
8044,18803,2542
8045,25623,2535
8046,25869,2506
8047,21913,2470
8048,18765,2527
8049,25024,2532
8050,24164,2430
8051,18994,1945
8052,22695,2490
8053,23478,2267
8054,22619,2543
8055,20717,2536
8056,25106,2494
8057,25995,2522
8058,22894,2497
8059,17017,2409
8060,21839,2241
8061,16397,2361
8062,24162,2389
8063,23639,2348
8064,25835,2501
8065,22589,2210
8066,23722,2416
8067,17330,2479
8068,22348,2500
8069,24134,2417
8070,19064,2536
8071,25995,2522
8072,19490,2525
8073,20556,2510
8074,18833,1922
8075,19768,2497
8076,15269,2491
8077,21337,2211
8078,20857,2065
8079,23725,2324
8080,20498,2534
8081,17554,2524
8082,21789,2539
8083,19417,2537
8084,24230,2388
8085,17287,1853
8086,14879,2519
8087,16381,2519
8088,22024,1943
8089,24154,2294
8090,19157,2446
8091,23177,2330
8092,25426,2492
8093,17019,2180
8094,25995,2522
8095,22318,2396
8096,19234,2419
8097,21647,2134
8098,24500,2378
8099,25106,2494
8100,17944,2537
8101,25552,2461
8102,21338,2189
8103,17821,1867
8104,22854,2454
8105,25453,2478
8106,23893,2347
8107,25552,2461
8108,20119,2504
8109,24177,2385
8110,23563,2511
8111,21256,2476
8112,14292,1834
8113,22648,2505
8114,19722,2481
8115,21744,2456
8116,18560,2514
8117,24366,2370
8118,16436,2538
8119,25995,2522
8120,25023,2535
8121,20537,2357
8122,25052,2470
8123,20833,2538
8124,25204,2513
8125,19532,1796
8126,21523,2075
8127,15945,2512
8128,21014,2537
8129,25426,2492
8130,25136,2512
8131,16062,2532
8132,19957,2388
8133,24941,2467
8134,16235,2230
8135,23158,2303
8136,22618,2296
8137,23398,2381
8138,25136,2512
8139,25995,2522
8140,22881,2532
8141,24466,2519
8142,25139,2451
8143,23680,2321
8144,25052,2470
8145,23146,2543
8146,23493,2537
8147,22567,2497
8148,14267,2322
8149,24167,2445
8150,25195,2432
8151,24752,2371
8152,23429,2223
8153,21909,2475
8154,24499,2452
8155,16836,2484
8156,23581,2539
8157,14453,2359
8158,22663,2495
8159,21089,2469
8160,19272,2431
8161,21468,2523
8162,23264,2525
8163,21711,2521
8164,23678,2278
8165,20483,2517
8166,17780,2514
8167,23920,2509
8168,18483,1905
8169,25106,2494
8170,19477,2494
8171,24559,2467
8172,23640,2498
8173,17520,2199
8174,17881,2526
8175,18025,2469
8176,18028,2347
8177,25723,2439
8178,23790,2182
8179,23824,2516
8180,25317,2536
8181,19046,2460
8182,18186,2423
8183,25995,2522
8184,21279,2503
8185,22970,2474
8186,24185,2360
8187,20936,2373
8188,24124,2335
8189,23159,2354
8190,20593,2473
8191,22631,2531
8192,15653,2512
8193,25995,2522
8194,22967,2389
8195,15954,2433
8196,25039,2539
8197,22891,2412
8198,21457,2328
8199,23370,2504
8200,21297,2523
8201,18778,2488
8202,21374,2395
8203,15749,2367
8204,21339,2500
8205,17571,2415
8206,25557,2530
8207,20043,2200
8208,22828,2540
8209,11584,2274
8210,18062,2415
8211,23508,2537
8212,25869,2506
8213,25871,2536
8214,17774,2495
8215,19993,2541
8216,19779,2473
8217,18759,2066
8218,20340,2533
8219,22710,2197
8220,24723,2451
8221,18627,2171
8222,22067,2227
8223,25139,2451
8224,25398,2371
8225,21688,2531
8226,23565,2460
8227,20371,2002
8228,20613,2466
8229,23297,2385
8230,22362,2474
8231,23798,2429
8232,24925,2503
8233,25786,2520
8234,18953,2413
8235,20761,2465
8236,20373,2478
8237,13092,2510
8238,23237,2421
8239,20069,2535
8240,23849,2515
8241,18844,2371
8242,20387,2528
8243,19900,2500
8244,25587,2498
8245,25215,2262
8246,20606,2318
8247,22125,2537
8248,15878,2362
8249,20330,2462
8250,22005,2449
8251,22218,2532
8252,19828,2532
8253,24831,2543
8254,23153,2340
8255,20755,2059
8256,20628,1769
8257,22489,1975
8258,24988,2508
8259,25800,2517
8260,24126,2461
8261,25087,2425
8262,23704,2539
8263,20982,2523
8264,21882,2081
8265,24594,2374
8266,23207,2427
8267,22118,2525
8268,15586,1779
8269,17269,2462
8270,20389,2534
8271,21628,2532
8272,19800,2521
8273,19933,2316
8274,22452,2180
8275,15623,2467
8276,25426,2492
8277,24058,2535
8278,18622,2533
8279,15869,2526
8280,20719,2001
8281,19003,2492
8282,24978,2391
8283,24291,2472
8284,22452,2347
8285,25106,2494
8286,21947,2425
8287,25225,2512
8288,18045,1828
8289,16244,2186
8290,25427,2442
8291,24227,2299
8292,23152,2329
8293,22928,2487
8294,24113,2469
8295,19919,2528
8296,13262,2535
8297,19955,2436
8298,21576,2486
8299,25204,2513
8300,20927,2528
8301,18358,1754
8302,17895,2523
8303,23350,2514
8304,22627,2489
8305,24218,2056
8306,17593,2404
8307,25204,2513
8308,23353,2217
8309,18047,2364
8310,19635,2463
8311,21816,2472
8312,19117,2196
8313,23678,2383
8314,17899,2519
8315,25195,2432
8316,25975,2531
8317,17505,2520
8318,12285,2529
8319,21149,2373
8320,25143,2478
8321,24683,2468
8322,22681,2540
8323,23395,2388
8324,25018,2146
8325,16735,2474
8326,22631,2350
8327,18243,2474
8328,22163,2336
8329,24788,2463
8330,23795,2534
8331,19510,2516
8332,20243,2038
8333,22892,2435
8334,21510,2484
8335,20628,2541
8336,16510,2516
8337,20056,2434
8338,17172,2484
8339,13189,2464
8340,17636,2535
8341,25867,2507
8342,21899,1948
8343,22142,2528
8344,25225,2512
8345,20419,2312
8346,23169,2313
8347,25995,2522
8348,17035,2485
8349,23517,2410
8350,23448,2368
8351,25713,2514
8352,15706,2539
8353,25178,2493
8354,20859,2535
8355,23764,2372
8356,22899,2512
8357,23634,2402
8358,25064,2452
8359,20932,2517
8360,19348,2540
8361,23964,2381
8362,25207,2413
8363,23215,2518
8364,17254,2483
8365,24030,2076
8366,20079,2520
8367,25064,2470
8368,25107,2482
8369,20196,2376
8370,22839,2511
8371,25002,2418
8372,21876,2526
8373,25800,2517
8374,25713,2514
8375,22444,2476
8376,20539,2524
8377,17971,2538
8378,25384,2476
8379,18765,2512
8380,25995,2522
8381,23918,2523
8382,25995,2522
8383,19900,2538
8384,23526,2303
8385,24176,2430
8386,21816,2241
8387,23673,2349
8388,23540,2351
8389,20791,2478
8390,20502,1863
8391,20869,1872
8392,14561,2542
8393,17671,2497
8394,25100,2445
8395,16959,2366
8396,23062,2317
8397,23371,2220
8398,18245,1774
8399,24057,2533
8400,24597,2432
8401,23814,2515
8402,20306,2532
8403,20146,1835
8404,25295,2450
8405,23076,2528
8406,20507,2492
8407,22960,2508
8408,17330,2347
8409,24237,2540
8410,24882,2481
8411,23386,2422
8412,20176,2539
8413,20758,2498
8414,23609,2441
8415,24368,2475
8416,25869,2506
8417,22953,2292
8418,21587,2541
8419,22063,2511
8420,22446,2538
8421,15561,2364
8422,18251,1703
8423,22661,2392
8424,18995,2509
8425,18077,2511
8426,25867,2507
8427,18815,2518
8428,17783,2536
8429,24812,2464
8430,20968,2516
8431,23732,2366
8432,22644,2536
8433,14476,2524
8434,24283,2540
8435,25995,2522
8436,24707,2517
8437,14830,2484
8438,25549,2496
8439,24153,2344
8440,19429,2497
8441,23358,2543
8442,25893,2506
8443,23341,2430
8444,19220,2521
8445,22285,2460
8446,22726,2397
8447,23894,2487
8448,19264,2539
8449,19100,2027
8450,21022,2471
8451,19850,2521
8452,25168,2448
8453,17318,2428
8454,25092,2502
8455,14647,2488
8456,25867,2507
8457,21880,2246
8458,23371,2263
8459,23041,2234
8460,15837,2503
8461,20004,2530
8462,22468,2496
8463,21501,2510
8464,25893,2506
8465,23113,2486
8466,25723,2439
8467,21064,2203
8468,23707,2418
8469,21817,2296
8470,22300,2310
8471,23515,2396
8472,18151,2425
8473,23918,2326
8474,14311,2534
8475,20557,2482
8476,24822,2518
8477,22653,2469
8478,25204,2513
8479,13779,2507
8480,23573,2542
8481,21419,2532
8482,22991,2447
8483,20816,2406
8484,21827,2403
8485,23528,2360
8486,21581,2518
8487,19463,2373
8488,21903,2490
8489,14347,2475
8490,17615,2487
8491,20556,1736
8492,23376,2441
8493,25995,2522
8494,13012,2386
8495,19218,2293
8496,25225,2501
8497,17562,2366
8498,21635,2379
8499,19762,1824
8500,24607,2371
8501,20512,2159
8502,23082,2502
8503,20920,2330
8504,22866,2513
8505,21679,2082
8506,24936,2437
8507,19894,2537
8508,21239,2484
8509,20973,1905
8510,21758,2520
8511,25426,2492
8512,20127,2482
8513,14937,2248
8514,20378,2284
8515,14080,2477
8516,25231,2424
8517,25995,2522
8518,18831,2479
8519,22941,2401
8520,25681,2542
8521,17900,2481
8522,24205,2378
8523,18483,2521
8524,21769,2068
8525,19024,2400
8526,17573,2502
8527,19302,2527
8528,17235,2397
8529,24997,2341
8530,25204,2543
8531,16712,2465
8532,20746,2524
8533,25295,2450
8534,17321,2521
8535,20134,2401
8536,21639,2052
8537,18333,2280
8538,25416,2472
8539,14740,2529
8540,18845,2315
8541,22967,2523
8542,25136,2512
8543,22092,2537
8544,22026,2013
8545,18013,2515
8546,25295,2450
8547,20175,2537
8548,24501,2414
8549,22469,2539
8550,22971,2373
8551,21250,2176
8552,15527,2499
8553,23576,2409
8554,14416,2293
8555,18931,2052
8556,23482,2484
8557,21686,2466
8558,23225,2494
8559,21525,2432
8560,17390,2194
8561,16694,1925
8562,24177,2452
8563,16608,2537
8564,24433,2479
8565,23232,2508
8566,17534,2419
8567,22775,2446
8568,25995,2522
8569,24454,2459
8570,22580,2501
8571,25742,2489
8572,20150,2448
8573,20495,2468
8574,17822,2457
8575,25136,2448
8576,19987,1979
8577,14614,2184
8578,22175,2417
8579,19007,2097
8580,24167,2531
8581,14905,1816
8582,21976,2219
8583,18646,2501
8584,21363,2382
8585,19109,2538
8586,19990,1878
8587,23352,2318
8588,13202,2520
8589,25995,2522
8590,15530,2352
8591,18973,2542
8592,25601,2498
8593,24895,2476
8594,25106,2494
8595,12699,2447
8596,15273,2519
8597,19579,1910
8598,21629,2539
8599,22536,2271
8600,25231,2424
8601,20446,2534
8602,25215,2503
8603,25549,2496
8604,22893,2275
8605,25742,2489
8606,20278,2497
8607,20865,2418
8608,25064,2452
8609,21703,2361
8610,24146,2527
8611,18100,2522
8612,17799,2500
8613,22795,2467
8614,22847,2260
8615,21823,2494
8616,20958,1965
8617,24110,2399
8618,25064,2452
8619,25995,2522
8620,18789,2506
8621,25329,2477
8622,25893,2506
8623,24217,2434
8624,25116,2347
8625,25136,2448
8626,25552,2461
8627,17823,2529
8628,22957,2474
8629,17241,2513
8630,20212,2506
8631,17736,2454
8632,20889,2487
8633,20762,2511
8634,19090,2289
8635,14139,2468
8636,23381,2502
8637,22550,2502
8638,21733,2228
8639,19208,2537
8640,25549,2496
8641,18239,2392
8642,18532,2451
8643,24978,2479
8644,21598,2050
8645,22174,2534
8646,24854,2504
8647,20512,2536
8648,23848,2378
8649,25800,2517
8650,23595,2239
8651,19629,2485
8652,15321,2471
8653,22203,2518
8654,24422,2504
8655,22301,2456
8656,18417,2517
8657,18197,2498
8658,23138,2495
8659,23922,2294
8660,21286,2397
8661,18846,2039
8662,21734,2262
8663,25730,2534
8664,23859,2169
8665,17674,2530
8666,24325,2516
8667,24425,2500
8668,13831,2403
8669,22892,2524
8670,23230,2371
8671,16910,1693
8672,25136,2448
8673,25087,2425
8674,16326,2516
8675,23273,2469
8676,17865,1773
8677,25020,2411
8678,16396,2281
8679,25036,2419
8680,24729,2449
8681,22753,2531
8682,22112,2154
8683,24922,2536
8684,20363,2542
8685,22576,2523
8686,21153,2422
8687,23775,2536
8688,21598,2435
8689,20857,2541
8690,18282,2456
8691,18726,1730
8692,17438,2466
8693,24250,2487
8694,22815,2256
8695,19506,2078
8696,25867,2507
8697,23009,1999
8698,24871,2325
8699,22828,2518
8700,20039,2372
8701,21193,2329
8702,16349,2175
8703,12223,2526
8704,25195,2432
8705,24235,2343
8706,24312,2302
8707,20994,2532
8708,24193,2346
8709,23358,2460
8710,18198,1934
8711,25995,2522
8712,25150,2495
8713,22495,2168
8714,25893,2506
8715,21312,2365
8716,18707,2511
8717,23252,2250
8718,24653,2388
8719,19601,2538
8720,24964,2540
8721,14457,2474
8722,22529,2515
8723,25701,2487
8724,18924,2532
8725,19255,2496
8726,20894,2446
8727,21911,2358
8728,22250,2448
8729,25043,2458
8730,17089,2532
8731,23295,2486
8732,17743,2476
8733,21808,2543
8734,18622,1933
8735,19136,2367
8736,23858,2537
8737,22307,2397
8738,21089,2515
8739,22585,2531
8740,25453,2478
8741,18197,2311
8742,20489,2368
8743,22539,2535
8744,25068,2438
8745,16727,2485
8746,23783,2071
8747,21897,2146
8748,21205,2509
8749,22381,2513
8750,23032,2266
8751,18514,2251
8752,24118,2452
8753,24767,2527
8754,22658,2540
8755,25052,2470
8756,24553,2432
8757,24215,2523
8758,16499,2387
8759,18350,1825
8760,25354,2476
8761,25995,2522
8762,18480,2527
